"","twitter_id","screen_name","favorites_count","followers_count","friends_count","listed_count","statuses_count","creation_date","creation_time","location","link_color","sidebar_border_color","sidebar_fill_color","text_color","party"
"160",87281380,"AndrejHunko",226,7676,2256,308,12040,"2009-11-03","21:01:21","Germany","C00000","0","C9D6E0","032B3B","L"
"161",88630242,"Oliver_Krischer",2067,8492,815,309,6842,"2009-11-09","09:34:24","RegionAachen/NRW/Berlin","1DA1F2","C0DEED","DDEEF6","333333","G"
"162",89209507,"hacker_fdp",395,1198,308,86,2979,"2009-11-11","15:32:20","Bayreuth","FFED00","C0DEED","FAFA0A","333333","F"
"163",93612750,"MichaelLeutert",1135,3746,1476,231,3286,"2009-11-30","11:37:37","Chemnitz und Bundestag ","FF002B","F7F8FA","FCFCFC","80808","L"
"164",94363834,"groehe",85,51450,295,762,2559,"2009-12-03","16:38:02","Berlin","0084B4","C0DEED","DDEEF6","333333","C"
"165",95905207,"dieschmidt",1610,1524,128,106,522,"2009-12-10","13:54:30","LDK","1DA1F2","C0DEED","DDEEF6","333333","S"
"166",96783215,"schneidercar",1308,10032,709,382,3718,"2009-12-14","15:41:28","Erfurt","0084B4","FFFFFF","DDEEF6","333333","S"
"167",99268600,"PeterBoehringer",8,1645,20,66,396,"2009-12-25","11:36:05","Deutschland","1DA1F2","C0DEED","DDEEF6","333333","A"
"168",104100946,"stephankuehn",5285,4377,1315,225,4281,"2010-01-12","07:41:22","Dresden","006CB4","D8D8D8","FFFFFF","333333","G"
"169",106136813,"MarcoBuschmann",873,9271,741,252,6785,"2010-01-18","16:25:00","Gelsenkirchen/Berlin","1DA1F2","C0DEED","DDEEF6","333333","F"
"170",106684561,"UteVogt",1449,4210,350,240,2607,"2010-01-20","09:58:42","Stuttgart","E81C4F","0","0","0","S"
"171",107806591,"fdp_hessel",13,722,67,78,346,"2010-01-23","20:19:09","Nürnberg Bayern","0084B4","FFEA04","FFEA04","333333","F"
"172",110368456,"KaiGehring",9499,7772,3164,390,8336,"2010-02-01","08:55:10","Berlin/ Essen","104C91","EEEEEE","FFFFFF","333333","G"
"173",110385973,"TinoSorge",1273,2053,295,133,3495,"2010-02-01","10:50:53","Magdeburg / Berlin","1DA1F2","C0DEED","DDEEF6","333333","C"
"174",111054843,"NiemaMovassat",12655,13354,1093,303,17803,"2010-02-03","17:18:12","Oberhausen Essen und Berlin","E81C4F","C0DEED","DDEEF6","333333","L"
"175",115614153,"HildeMattheis",175,10177,933,286,1068,"2010-02-19","08:25:12","Ulm","9999","FFFFFF","EFEFEF","333333","S"
"176",122104353,"c_lindner",8846,332790,1308,1718,13220,"2010-03-11","16:11:51","Berlin Deutschland","0084B4","C0DEED","DDEEF6","333333","F"
"177",133770069,"anjaweisgerber",187,1372,232,174,2245,"2010-04-16","15:43:52","Schweinfurt Kitzingen Berlin","3B94D9","EDEDED","EDEDED","333333","C"
"178",136266976,"lgbeutin",5753,1655,1393,55,4271,"2010-04-23","13:11:41","Kiel","1DA1F2","C0DEED","DDEEF6","333333","L"
"179",139407967,"SevimDagdelen",2799,30189,413,345,5019,"2010-05-02","14:25:18","Bochum-Berlin","CC3366","DBE9ED","E6F6F9","333333","L"
"180",140821364,"DoroBaer",15420,86314,2903,1242,27722,"2010-05-06","13:05:45","","5E00FF","86A4A6","A0C5C7","333333","S"
"181",143351769,"NikolasLoebel",384,884,762,37,271,"2010-05-13","07:03:17","Mannheim Baden-Württemberg","ABB8C2","0","0","0","C"
"182",143882918,"HESommer",1149,1995,1261,65,929,"2010-05-14","17:45:21","Berlin Deutschland","DC0808","DC0808","F6CDCD","0","L"
"183",146376562,"JensKoeppen",514,3320,403,213,4811,"2010-05-21","08:20:13","Berlin Barnim Uckermark","0084B4","A8C7F7","C0DFEC","333333","C"
"184",149299258,"Lambsdorff",1832,10971,565,346,3884,"2010-05-28","23:15:13","Bonn Berlin und Brüssel","0084B4","FFFFFF","DDEEF6","333333","F"
"185",150188536,"markuskurthmdb",340,2977,839,185,884,"2010-05-31","09:13:22","Berlin","1D4D9A","669933","669933","80808","G"
"186",150372237,"HeikeBrehmerMdB",919,1301,815,104,1612,"2010-05-31","19:34:09","Harz","1DA1F2","C0DEED","DDEEF6","333333","C"
"187",154064825,"MatthiasHeider",115,1416,243,130,534,"2010-06-10","08:05:03","Lüdenscheid","08214A","123DFF","BDC3D4","333333","C"
"188",159217491,"Johann_Saathoff",606,1784,1720,68,1284,"2010-06-24","19:53:25","Ostfriesland","1DA1F2","C0DEED","DDEEF6","333333","S"
"189",162398888,"felixschreiner",41,997,919,63,2302,"2010-07-03","14:58:36","Waldshut-Tiengen Deutschland","1DA1F2","C0DEED","DDEEF6","333333","C"
"190",170964436,"LindaTeuteberg",935,4109,169,111,1096,"2010-07-26","06:31:36","Potsdam | Brandenburg","E5007D","0","0","0","F"
"191",172269309,"agnieszka_mdb",3245,8542,1999,335,4976,"2010-07-29","08:37:03","","88253","D3D2CF","E3E2DE","634047","G"
"192",175071092,"Buergerwohl",34,1611,13,51,168,"2010-08-05","15:20:12","Thüringen Deutschland","1DA1F2","C0DEED","DDEEF6","333333","A"
"193",176104376,"SBarrientosK",939,788,325,40,3596,"2010-08-08","15:38:19","Berlin & Ochsenfurth","FF0000","0","0","0","L"
"194",179216369,"jensbeeck",80,638,223,40,115,"2010-08-16","20:00:42","Lingen (Ems) Deutschland","FAB81E","00529E","FBEE31","00529E","F"
"195",193629792,"BaerbelKofler",36,5038,164,208,752,"2010-09-22","09:22:51","Berlin / Traunstein","1B95E0","F2E195","FFF7CC","0C3E53","S"
"196",224630872,"Katrin_Werner",398,2649,989,119,1959,"2010-12-09","13:36:39","Trier","DF0029","FFFFFF","DDEEF6","333333","L"
"197",231440493,"KaczmarekOliver",304,2785,513,162,1829,"2010-12-28","14:43:48","Kamen","1DA1F2","C0DEED","DDEEF6","333333","S"
"198",257461232,"SabineLeidig",1219,7050,2469,281,7096,"2011-02-25","13:33:26","","FF3300","86A4A6","A0C5C7","333333","L"
"199",262730721,"reinhardbrandl",91,447,669,32,228,"2011-03-08","16:57:19","Ingolstadt Berlin ....","1DA1F2","C0DEED","DDEEF6","333333","C"
"200",275204467,"BettinaHornhues",93,1107,279,93,1621,"2011-03-31","20:46:58","Bremen","6E604A","FFF8AD","F6FFD1","302B30","C"
"201",277006619,"SteinekeCDU",32324,5149,1646,157,26753,"2011-04-04","14:24:47","Neuruppin","0084B4","FFFFFF","DDFFCC","333333","C"
"202",277587918,"g_reichenbach",2839,2525,473,226,14382,"2011-04-05","17:36:03","Hessen Geinsheim","FF0000","FFFFFF","DDEEF6","333333","S"
"203",282687385,"R_Hartwig_AfD",1355,4116,1372,68,818,"2011-04-15","18:11:35","Rhein-Sieg-Kreis","9D582E","D9B17E","EADEAA","333333","A"
"204",292151515,"ThomasHitschler",5148,3444,1228,161,9694,"2011-05-03","05:41:51","Südpfalz","1DA1F2","C0DEED","DDEEF6","333333","S"
"205",293066780,"ThomasOppermann",1044,129269,193,1007,3021,"2011-05-04","18:06:59","Berlin/Göttingen","0E3E4F","CED7DB","DDEEF6","121112","S"
"206",293522998,"Petra_Sitte_MdB",4922,4712,848,268,11601,"2011-05-05","14:05:32","","0084B4","FFFFFF","DDEEF6","333333","L"
"207",296121556,"GaHeinrich",508,594,86,87,144,"2011-05-10","07:17:31","Nürnberg","1DA1F2","C0DEED","DDEEF6","333333","S"
"208",299650387,"jensspahn",94,84306,617,781,6973,"2011-05-16","13:25:13","Berlin","0084B4","FFFFFF","DDEEF6","333333","C"
"209",304342650,"MdB_Stroebele",38,280685,917,1003,2904,"2011-05-24","10:48:44","Berlin","0E0F01","217319","F5F5F0","1E7016","G"
"210",313213943,"RebmannMdB",29,1528,243,151,2164,"2011-06-08","09:39:39","Mannheim","1DA1F2","C0DEED","DDEEF6","333333","S"
"211",314534724,"pascalmeiser",13086,1616,1525,58,3087,"2011-06-10","12:19:25","","1DA1F2","C0DEED","DDEEF6","333333","L"
"212",316355056,"KarambaDiaby",773,21819,1254,282,1697,"2011-06-13","09:57:53","Halle (Saale)","DD2E44","0","0","0","S"
"213",328939758,"LangeMdB",1435,4515,369,249,4685,"2011-07-04","09:05:24","","FF3300","86A4A6","A0C5C7","333333","S"
"214",332264734,"HeikeHaensel",2580,6476,344,247,6957,"2011-07-09","14:08:58","Berlin","1B95E0","0","0","0","L"
"215",347792540,"spdbt",4063,138969,720,1085,11086,"2011-08-03","11:03:15","Berlin","E1001A","E1001A","F5F5F5","333333","S"
"216",348460907,"PeterAumer",20,446,176,65,69,"2011-08-04","13:33:25","Regensburg/Berlin","1B95E0","86A4A6","A0C5C7","333333","C"
"217",368334555,"PSchnieder",8162,3923,1033,247,10049,"2011-09-05","13:31:39","Arzfeld/Eifel","91D2FA","0","DDEEF6","333333","C"
"218",377925526,"HPetzold",2860,2041,636,84,2984,"2011-09-22","10:38:32","Deutschland","E81C4F","0","0","0","L"
"219",378693834,"peteraltmaier",3507,246735,919,2176,10795,"2011-09-23","17:00:07","Saarlouis / Berlin","1DA1F2","C0DEED","DDEEF6","333333","C"
"220",382044198,"UlliNissen",9560,4144,2753,136,11734,"2011-09-29","11:53:23","Frankfurt am Main","DD2E44","0","0","0","S"
"221",389682667,"JoWadephul",784,2137,1368,129,870,"2011-10-12","20:46:07","Berlin Deutschland","1DA1F2","C0DEED","DDEEF6","333333","C"
"222",392312829,"guenterkrings",13,1360,128,136,40,"2011-10-16","21:00:34","Mönchengladbach/Berlin","1DA1F2","C0DEED","DDEEF6","333333","C"
"223",393264968,"MPKretschmer",1313,11758,499,270,2577,"2011-10-18","08:29:36","","1DA1F2","C0DEED","DDEEF6","333333","C"
"224",395912134,"armin_schuster",2,2790,2069,145,1860,"2011-10-22","13:11:16","","1DA1F2","C0DEED","DDEEF6","333333","C"
"225",399988476,"KoenigsGruen",35,3150,278,207,874,"2011-10-28","10:30:20","Berlin Bundestag","1DA1F2","C0DEED","DDEEF6","333333","G"
"226",403735368,"hahnflo",6600,3157,602,181,3308,"2011-11-02","22:47:35","","1DA1F2","C0DEED","DDEEF6","333333","C"
"227",408506969,"PErnstberger",22,1223,526,102,196,"2011-11-09","14:23:57","","782116","F22B24","DED9D1","333333","S"
"228",409203792,"UweSchummer",12270,7805,1996,200,27234,"2011-11-10","12:18:40","Deutscher Bundestag Berlin","0084B4","FFFFFF","DDEEF6","333333","C"
"229",409258073,"michael_thews",80,2014,219,131,2927,"2011-11-10","13:55:11","Lünen","0084B4","FFFFFF","DDEEF6","333333","S"
"230",422569574,"DFoest",7924,4092,2774,118,12927,"2011-11-27","12:17:53","München","1DA1F2","C0DEED","DDEEF6","333333","F"
"231",425845268,"SteinbachErika",7301,84113,336,580,27113,"2011-12-01","14:16:08","","1DA1F2","C0DEED","DDEEF6","333333","C"
"232",426403057,"ch_buchholz",1620,8006,204,238,3571,"2011-12-02","06:04:16","Berlin","E81C4F","FFFFFF","DDEEF6","333333","L"
"233",429357796,"dieAlbsteigerin",300,11070,2295,214,2422,"2011-12-05","21:41:14","","0084B4","FFFFFF","DDEEF6","333333","C"
"234",442678902,"ToniHofreiter",0,9792,0,400,1,"2011-12-21","10:39:48","Deutscher Bundestag Berlin","88253","D3D2CF","E3E2DE","634047","G"
"235",445375409,"Peter_Beyer",337,685,306,31,178,"2011-12-24","09:58:20","","1DA1F2","C0DEED","DDEEF6","333333","C"
"236",449619355,"JensZimmermann1",9286,3274,481,172,6198,"2011-12-29","09:14:59","Groß-Umstadt","1DA1F2","C0DEED","DDEEF6","333333","S"
"237",454981027,"helgelindh",170,1446,1039,52,197,"2012-01-04","16:12:00","Wuppertal Nordrhein-Westfalen","E81C4F","0","0","0","S"
"238",467381196,"KLeikert",864,1918,796,121,850,"2012-01-18","12:08:59","","1DA1F2","C0DEED","DDEEF6","333333","C"
"239",474013625,"BabettesChefin",916,5132,434,237,5789,"2012-01-25","15:25:35","Berlin","1DA1F2","C0DEED","DDEEF6","333333","G"
"240",475275997,"KonstantinKuhle",19874,11443,3016,194,7628,"2012-01-26","21:49:02","Göttingen/Berlin","1DA1F2","C0DEED","DDEEF6","333333","F"
"241",481393623,"FrankeEdgar",16,2141,1816,194,489,"2012-02-02","18:01:16","Berlin","9999","DBE9ED","E6F6F9","333333","S"
"242",485751594,"JTrittin",256,99660,369,1254,5817,"2012-02-07","14:54:56","Berlin/Göttingen","0084B4","0","DDEEF6","333333","G"
"243",493229926,"BerndFabritius",50,1475,628,104,394,"2012-02-15","15:43:39","","1DA1F2","C0DEED","DDEEF6","333333","C"
"244",494809842,"Timon_Gremmels",4883,2496,844,123,6601,"2012-02-17","08:46:53","Niestetal","3B94D9","FFFFFF","DDEEF6","333333","S"
"245",508645493,"MatthiasLietz",0,465,48,56,1531,"2012-02-29","09:36:30","","1DA1F2","C0DEED","DDEEF6","333333","C"
"246",516783036,"danielakolbe",3959,6147,965,241,2585,"2012-03-06","18:55:58","Leipzig und Berlin","1DA1F2","C0DEED","DDEEF6","333333","S"
"247",532669620,"WolfgangGehrcke",38,4593,359,171,2733,"2012-03-21","21:46:27","Berlin Deutschland","C80514","FFFFFF","F6F6F6","333333","L"
"248",542415865,"JohannesSingham",127,2760,265,141,738,"2012-04-01","09:51:14","München","1DA1F2","C0DEED","DDEEF6","333333","A"
"249",550951920,"HGundelach",140,833,215,64,369,"2012-04-11","10:18:40","Hamburg Deutschland","0084B4","FFFFFF","DDEEF6","333333","C"
"250",551802475,"Ingrid_Remmers",558,729,582,69,725,"2012-04-12","12:08:30","Gelsenkirchen Berlin","1B95E0","0","0","0","L"
"251",560467206,"PetraPauMaHe",11959,12634,621,452,15469,"2012-04-22","15:55:05","Berlin Marzahn- Hellersdorf","1DA1F2","C0DEED","DDEEF6","333333","L"
"252",563706584,"MTodtenhausen",5223,1127,1444,77,1879,"2012-04-26","13:03:53","Wuppertal","0084B4","C0DEED","DDEEF6","333333","F"
"253",569166756,"lisapaus",10033,6907,1651,288,13398,"2012-05-02","12:57:06","Charlottenburg-Wilmersdorf","0084B4","FFFFFF","DDEEF6","333333","G"
"254",569257486,"MaikBeermann",6748,2165,508,129,2497,"2012-05-02","17:01:13","","0084B4","FFFFFF","C0DFEC","333333","C"
"255",569832889,"sigmargabriel",479,268521,571,1881,3288,"2012-05-03","09:27:54","Goslar Berlin & die Welt","1DA1F2","C0DEED","DDEEF6","333333","S"
"256",573861390,"HerbertBehrens",24,2066,1531,118,1820,"2012-05-07","16:34:18","Osterholz-Scharmbeck","C80514","FFFFFF","DDEEF6","333333","L"
"257",574424501,"MGrosseBroemer",10852,14476,316,414,16729,"2012-05-08","12:11:15","Heide und Hauptstadt","1DA1F2","C0DEED","DDEEF6","333333","C"
"258",574472515,"brigittezypries",5396,11887,857,400,6180,"2012-05-08","13:20:16","","1DA1F2","C0DEED","DDEEF6","333333","S"
"259",574528123,"SibyllePfeiffer",13,881,133,133,121,"2012-05-08","14:39:02","","1DA1F2","C0DEED","DDEEF6","333333","C"
"260",600984834,"JuttaKrellmann",1094,2774,1053,135,2578,"2012-06-06","11:44:56","Hameln","DF0101","0","0","0","L"
"261",609972369,"UllmannMdB",1678,862,431,48,1114,"2012-06-16","10:47:11","Würzburg | Berlin Deutschland","0099CC","FFF8AD","F6FFD1","333333","F"
"262",625642009,"HaraldWeinberg",0,707,326,123,474,"2012-07-03","15:24:05","Nürnberg I Berlin","1DA1F2","C0DEED","DDEEF6","333333","L"
"263",626287930,"GoeringEckardt",15822,140223,1132,1235,14081,"2012-07-04","08:28:33","","54A30C","0","FFFFFF","333333","G"
"264",702653022,"SteffenSonja",179,820,62,64,116,"2012-07-18","08:29:18","","1DA1F2","C0DEED","DDEEF6","333333","S"
"265",727782559,"MatthiasGastel",630,5477,2968,134,1125,"2012-07-31","07:04:19","Filderstadt WK Nürtingen B-W","1DA1F2","C0DEED","DDEEF6","333333","G"
"266",728990858,"JanaSchimke",199,2433,213,102,272,"2012-07-31","18:48:25","","1DA1F2","C0DEED","DDEEF6","333333","C"
"267",741532130,"FlorianPost",93,1617,301,105,245,"2012-08-06","22:00:12","München Bayern","1B95E0","0","0","0","S"
"268",748851762,"MWBirkwald",4214,4489,1685,212,3295,"2012-08-10","07:32:05","","F50A1D","FFFFFF","F6F6F6","333333","L"
"269",763549040,"MarieluiseBeck",254,3425,132,192,1000,"2012-08-17","11:38:36","Bremen/Berlin","1DA1F2","C0DEED","DDEEF6","333333","G"
"270",805308596,"Beatrix_vStorch",3260,42107,774,544,8716,"2012-09-05","20:19:14","Berlin Deutschland","0084B4","FFFFFF","DDEEF6","333333","A"
"271",809895794,"GtzFrmming",7580,9619,2617,150,10423,"2012-09-08","00:53:26","Berlin Deutschland","1B95E0","0","0","0","A"
"272",849012308,"b_riexinger",3092,25515,386,449,4574,"2012-09-27","10:16:15","","FF0000","0","FFF7CC","0C3E53","L"
"273",850993608,"SylviaGabelmann",276,1248,1434,59,373,"2012-09-28","12:42:17","Siegen Deutschland","E81C4F","0","0","0","L"
"274",856641566,"peersteinbrueck",131,40360,98,717,134,"2012-10-01","16:30:42","Bonn Deutschland","FAB81E","FFFFFF","DDEEF6","333333","S"
"275",860067295,"jungfj",3,1276,11,91,219,"2012-10-03","17:37:22","","1DA1F2","C0DEED","DDEEF6","333333","C"
"276",866425075,"NicoleGohlke",3529,5598,565,203,3901,"2012-10-07","14:33:37","Berlin | München","656373","FFFFFF","DDEEF6","333333","L"
"277",866924100,"ulschzi",185,1196,376,57,724,"2012-10-07","20:39:05","Mecklenburgische Seenplatte Mecklenburg-Vorpommern","1DA1F2","C0DEED","DDEEF6","333333","A"
"278",871704942,"EgonJuettner",0,216,0,67,8,"2012-10-10","12:43:30","Mannheim","1DA1F2","C0DEED","DDEEF6","333333","C"
"279",884382990,"MarcusWeinberg",39,2036,578,163,418,"2012-10-16","12:55:33","","E09412","FFFFFF","DDEEF6","333333","C"
"280",888289790,"GregorGysi",605,329446,139,1427,2057,"2012-10-18","07:20:12","Platz der Republik Berlin","DF0404","FFFFFF","262626","696545","L"
"281",892779458,"SuzaKarawanskij",743,1858,634,77,482,"2012-10-20","08:29:06","","1DA1F2","C0DEED","DDEEF6","333333","L"
"282",906847944,"WilfriedOellers",1,758,0,85,693,"2012-10-26","21:58:40","","F46A00","FFFFFF","DDEEF6","333333","C"
"283",936486542,"jan_vanaken",258,11091,221,234,1877,"2012-11-09","09:21:38","","0E0F0F","FFFFFF","FFF7CC","0C3E53","L"
"284",963904327,"StefanRouenhoff",202,491,234,33,215,"2012-11-22","08:50:46","Goch Deutschland","1DA1F2","C0DEED","DDEEF6","333333","C"
"285",974367631,"MechthildHeil",846,3040,1178,186,1710,"2012-11-27","17:56:41","","0084B4","FFFFFF","DDEEF6","333333","C"
"286",976421048,"A_Gloeckner",120,649,160,70,201,"2012-11-28","16:01:47","Südwestpfalz Rheinland-Pfalz","DD2E44","0","0","0","S"
"287",992808439,"GabiWeberSPD",328,3245,229,165,2824,"2012-12-06","10:29:09","Wirges Westerwald","1DA1F2","C0DEED","DDEEF6","333333","S"
"288",995653004,"JanMetzler",3,2102,63,118,1023,"2012-12-07","18:54:37","Dittelsheim-Heßloch","1DA1F2","C0DEED","DDEEF6","333333","C"
"289",1028440310,"arnoklare",1524,875,334,101,1028,"2012-12-22","12:46:22","Mülheim & Essen-Borbeck","E81C4F","FFFFFF","DDEEF6","333333","S"
"290",1043288618,"MetinHakverdi",2042,3221,2144,151,1824,"2012-12-28","22:27:01","Hamburg Wilhelmsburg","0084B4","FFFFFF","DDEEF6","333333","S"
"291",1065899292,"berlinliebich",8426,18907,7343,319,10374,"2013-01-06","14:57:49","Berlin-Pankow","91D2FA","0","0","0","L"
"292",1073605033,"BerndBuchholz",1,347,27,14,71,"2013-01-09","12:10:21","","1DA1F2","C0DEED","DDEEF6","333333","F"
"293",1076269195,"sebast_hartmann",1787,6145,586,150,3170,"2013-01-10","10:32:26","Rhein-Sieg-Kreis","1DA1F2","C0DEED","DDEEF6","333333","S"
"294",1082464339,"SylviaPantel",18,1136,261,111,177,"2013-01-12","09:54:53","Düsseldorf Germany","1DA1F2","C0DEED","DDEEF6","333333","C"
"295",1095781218,"ManderlaGisela",31,1422,217,74,393,"2013-01-16","17:11:54","Berlin / Köln","1DA1F2","C0DEED","DDEEF6","333333","C"
"296",1099159964,"KarstenMoering",88,1618,426,93,419,"2013-01-17","20:08:06","Köln","1DA1F2","C0DEED","DDEEF6","333333","C"
"297",1108382916,"EUTheurer",1586,4082,2047,200,2146,"2013-01-21","08:00:48","Berlin Stuttgart Horb","1DA1F2","C0DEED","DDEEF6","333333","F"
"298",1114675538,"MiRo_SPD",6610,23704,1091,552,11958,"2013-01-23","15:48:09","Auswärtiges Amt Berlin","1DA1F2","C0DEED","DDEEF6","333333","S"
"299",1117526742,"s_schwartze",565,3743,1136,136,1819,"2013-01-24","19:17:24","Vlotho","0084B4","FFFFFF","C0DFEC","333333","S"
"300",1117749912,"Achim_P",767,3243,1684,164,5283,"2013-01-24","21:12:00","Espelkamp/Berlin","0084B4","FFFFFF","DDEEF6","333333","S"
"301",1120117190,"Helmut_Nowak",40,922,211,78,302,"2013-01-25","19:38:34","","1B95E0","0","0","0","C"
"302",1131092102,"BriHasselmann",18822,12794,1428,314,10573,"2013-01-29","13:46:25","Bielefeld/Berlin","4A913C","0","0","0","G"
"303",1131372344,"EhrmannSiggi",3,193,75,43,59,"2013-01-29","15:38:19","Moers / Berlin ","1DA1F2","C0DEED","DDEEF6","333333","S"
"304",1143130812,"ChrisKuehn_mdb",4696,2411,1297,130,1914,"2013-02-02","18:49:01","","88253","FFFFFF","DDEEF6","333333","G"
"305",1158585210,"MatthiasHauer",1849,4847,800,121,3527,"2013-02-07","23:53:53","Essen","0084B4","FFFFFF","DDEEF6","333333","C"
"306",1182878557,"AlexanderSNeu",2936,4767,280,150,5049,"2013-02-15","14:53:02","","E81C4F","0","0","0","L"
"307",1192966249,"AnnetteSawade",14,1048,274,92,379,"2013-02-18","11:58:47","","1DA1F2","C0DEED","DDEEF6","333333","S"
"308",1230819176,"malechanissen",0,166,0,44,268,"2013-03-01","18:28:05","","1DA1F2","C0DEED","DDEEF6","333333","S"
"309",1286011081,"KayGottschalk1",663,2922,442,68,848,"2013-03-21","13:39:27","Hamburg","1DA1F2","C0DEED","DDEEF6","333333","A"
"310",1294532364,"Florian_Ossner",49,687,64,96,27,"2013-03-24","09:49:47","Velden/Landshut/Kelheim","1DA1F2","C0DEED","DDEEF6","333333","C"
"311",1294725486,"KirstenTackmann",6293,3137,833,139,5292,"2013-03-24","10:47:35","Tornow","7D7D7D","4D4A33","262626","696545","L"
"312",1296544153,"th_sattelberger",3679,6209,1488,191,5194,"2013-03-24","20:28:01","München","1DA1F2","C0DEED","DDEEF6","333333","F"
"313",1313226002,"XaverJung",11,602,51,68,1140,"2013-03-29","09:43:42","Pfalz","1DA1F2","C0DEED","DDEEF6","333333","C"
"314",1356753444,"jschraps",2460,1276,1502,60,2956,"2013-04-16","12:32:04","Weserbergland - BXL - Berlin","1DA1F2","C0DEED","DDEEF6","333333","S"
"315",1370491088,"MarkHauptmann",1887,2131,295,108,2143,"2013-04-21","20:17:02","Südthüringen/Berlin","93A644","EEEEEE","FFFFFF","333333","C"
"316",1377117206,"TeamDieSchmidt",12,156,327,17,455,"2013-04-24","13:57:53","Deutschland","E3000F","0","0","0","S"
"317",1381420976,"GabiFograscher",0,177,5,41,1,"2013-04-26","08:39:39","","1DA1F2","C0DEED","DDEEF6","333333","S"
"318",1391875208,"uhl_markus",210,509,380,32,145,"2013-04-30","11:47:36","Saarbrücken | Homburg | Berlin","0084B4","A8C7F7","C0DFEC","333333","C"
"319",1391879604,"joerg_cezanne",20,196,20,24,28,"2013-04-30","12:00:22","Hessen Deutschland","1DA1F2","C0DEED","DDEEF6","333333","L"
"320",1399764944,"oezdemir_spd",0,1128,42,127,60,"2013-05-03","13:36:09","Duisburg","0084B4","FFFFFF","DDEEF6","333333","S"
