"","twitter_id","screen_name","favorites_count","followers_count","friends_count","listed_count","statuses_count","creation_date","creation_time","location","link_color","sidebar_border_color","sidebar_fill_color","text_color","party"
"321",1412287272,"AfDProtschka",544,2439,1652,63,1749,"2013-05-08","08:33:07","Mamming Deutschland","1B95E0","0","0","0","A"
"322",1421571306,"NordMdb",2971,3741,579,115,2381,"2013-05-11","21:07:13","","1DA1F2","C0DEED","DDEEF6","333333","L"
"323",1423622834,"EskenSaskia",27430,7451,1666,516,27356,"2013-05-12","17:25:05","Berlin / Nordschwarzwald","1DA1F2","C0DEED","DDEEF6","333333","S"
"324",1425035358,"lier_e",1331,1024,375,54,1270,"2013-05-13","09:15:33","","E81C4F","FFFFFF","FFF7CC","0C3E53","S"
"325",1425265488,"RenateKuenast",12024,42976,1430,707,23225,"2013-05-13","11:24:44","Berlin","1DA1F2","C0DEED","DDEEF6","333333","G"
"326",1446031532,"AndreaLindholz",84,1667,344,124,313,"2013-05-21","10:40:09","Aschaffenburg Berlin","1B95E0","FFFFFF","DDFFCC","333333","C"
"327",1461997548,"SusannRuethrich",0,655,104,93,19,"2013-05-27","12:42:27","SPD Bundestagsabgeordnete ","611B1B","FFFFFF","DDFFCC","333333","S"
"328",1475734592,"julia_verlinden",3342,5266,2570,204,4943,"2013-06-01","21:31:23","Lüneburg Germany","1DA1F2","C0DEED","DDEEF6","333333","G"
"329",1490376331,"Frank_Pasemann",10804,8616,1688,129,14117,"2013-06-07","13:04:39","Mitteldeutschland","1DA1F2","C0DEED","DDEEF6","333333","A"
"330",1513671236,"HHirte",2382,4412,540,145,5213,"2013-06-13","15:15:09","Köln am Rhein","1B95E0","0","0","0","C"
"331",1524735194,"crueffer",1177,2286,442,134,826,"2013-06-17","12:32:01","Trier","1DA1F2","C0DEED","DDEEF6","333333","G"
"332",1534201208,"ttte94",8,373,6,39,55,"2013-06-20","15:24:36","","1DA1F2","C0DEED","DDEEF6","333333","A"
"333",1543429536,"michel_brandt_",2380,2169,318,65,2661,"2013-06-24","14:54:02","","1B95E0","0","0","0","L"
"334",1683845126,"TeamPetraPau",5955,1452,970,61,9196,"2013-08-19","18:00:13","","E81C4F","FFFFFF","95E8EC","3C3940","L"
"335",1720247887,"TobiasZech",539,1439,840,79,542,"2013-09-01","21:00:27","Berlin Deutschland","1DA1F2","C0DEED","DDEEF6","333333","C"
"336",1862781722,"axelgehrke",4,619,130,50,129,"2013-09-14","05:37:38","Stormarn Schleswig-Holstein","1DA1F2","C0DEED","DDEEF6","333333","A"
"337",1872648764,"dittmarsabine",370,792,106,61,203,"2013-09-16","18:45:03","","1DA1F2","C0DEED","DDEEF6","333333","S"
"338",1906911697,"Dr_Roy_Kuehne",202,1630,130,104,556,"2013-09-26","06:13:48","","1DA1F2","C0DEED","DDEEF6","333333","C"
"339",2156382000,"MatthiasIlgen",54,1073,168,63,630,"2013-10-26","08:04:03","Berlin / Husum","1DA1F2","C0DEED","DDEEF6","333333","S"
"340",2166255624,"PLengsfeld",2142,7500,1049,121,12843,"2013-10-31","08:31:20","Berlin-Mitte","1DA1F2","C0DEED","DDEEF6","333333","C"
"341",2175692210,"Julia_Obermeier",650,2794,465,112,1189,"2013-11-05","09:04:44","München","0084B4","FFFFFF","DDEEF6","333333","C"
"342",2179010672,"ABaerbock",2761,33315,1330,392,2564,"2013-11-07","00:04:11","Brandenburg","1DA1F2","C0DEED","DDEEF6","333333","G"
"343",2226815116,"Schwarz_MdB",730,3606,987,108,2082,"2013-12-15","09:11:12","Bamberg Bayern","E81C4F","0","0","0","S"
"344",2230052774,"DorisWagner_MdB",7197,1764,2318,92,2472,"2013-12-04","14:58:04","Bündnis 90/Die Grünen","00B330","0","DDEEF6","333333","G"
"345",2267701010,"GruenSprecher",10977,3816,774,133,6943,"2013-12-29","17:51:05","Bundestag","0084B4","FFFFFF","DDEEF6","333333","G"
"346",2306519694,"MarkusTressel",204,1403,541,88,988,"2014-01-23","12:51:04","Saarlouis Saarland","4A913C","0","0","0","G"
"347",2317202160,"UliFreese",101,665,127,79,398,"2014-01-29","14:02:57","Wahlkreis Cottbus/Spree-Neiße","131414","0","DDEEF6","333333","S"
"348",2320519958,"DietmarBartsch",3650,46572,177,358,3921,"2014-01-31","09:25:36","","DF0404","0","0","0","L"
"349",2357675876,"OWvonHoltz",184,927,285,63,251,"2014-02-23","08:22:18","","9999","0","DDEEF6","333333","G"
"350",2373251115,"muellerboehm",102,1053,268,33,153,"2014-03-01","14:20:15","Oberhausen Deutschland","1DA1F2","C0DEED","DDEEF6","333333","F"
"351",2405039875,"RonjaKemmer",1032,2200,846,87,760,"2014-03-22","20:52:19","","94D487","0","0","0","C"
"352",2430137675,"MdbWendt",316,1736,245,97,2052,"2014-03-23","03:19:00","Nordsachsen/Berlin","1DA1F2","C0DEED","DDEEF6","333333","C"
"353",2443895924,"BetMueller",4793,2537,589,106,7330,"2014-04-14","13:31:03","","1DA1F2","C0DEED","DDEEF6","333333","S"
"354",2469449068,"ChristianFlisek",694,4350,551,135,2059,"2014-04-08","12:16:11","Passau","1DA1F2","C0DEED","DDEEF6","333333","S"
"355",2496104640,"TobiasMPeterka",18,1259,511,51,429,"2014-05-15","10:45:25","Bayreuth Bayern","1DA1F2","C0DEED","DDEEF6","333333","A"
"356",2521976694,"AnjaKarliczek",1922,6968,238,170,1622,"2014-05-25","05:42:35","Tecklenburg / Berlin","FF9900","0","0","0","C"
"357",2527808433,"ZaklinNastic",2126,1783,432,78,2419,"2014-05-04","10:37:53","Hamburg/Berlin","0084B4","FFFFFF","DDEEF6","333333","L"
"358",2535401947,"Renner_AfD",15626,3875,1882,67,9498,"2014-05-30","16:12:59","Haan Deutschland","1DA1F2","C0DEED","DDEEF6","333333","A"
"359",2545743991,"M_Reichardt_AfD",1249,3640,733,87,2404,"2014-06-04","10:26:57","Deutschland","1DA1F2","C0DEED","DDEEF6","333333","A"
"360",2573238432,"GudrunZollner",364,1671,103,66,1672,"2014-06-17","17:09:59","Dingolfing-Landau Bayern","08B7F7","C0DEED","DDEEF6","333333","C"
"361",2596171296,"Conni_Moehring",3049,3537,1105,126,3775,"2014-06-30","11:04:13","","6F00FF","65B0DA","7AC3EE","3D1957","L"
"362",2617281050,"Lothar_Binding",1153,5823,414,127,1683,"2014-07-11","12:32:53","Heidelberg & Berlin","CC0033","C0DEED","DDEEF6","333333","S"
"363",2618890032,"mrosek1958",878,1739,284,66,2113,"2014-07-11","22:07:33","Dessau-Roßlau Deutschland","1B95E0","0","0","0","A"
"364",2710786593,"ruppert_stefan",148,1527,524,58,198,"2014-07-14","16:38:49","","1DA1F2","C0DEED","DDEEF6","333333","F"
"365",2758602415,"cdu_schweiger",19,277,164,29,399,"2014-08-23","11:53:37","Sangerhausen Deutschland","1DA1F2","C0DEED","DDEEF6","333333","C"
"366",2785989037,"IngbertLiebing",9,540,119,46,74,"2014-09-02","13:06:07","Berlin","389ABD","0","0","0","C"
"367",2797812265,"Thomas_Bareiss",8880,10340,1083,152,3464,"2014-09-08","11:55:12","Zollernalb-Sigmaringen","1DA1F2","C0DEED","DDEEF6","333333","C"
"368",2805274855,"fritzfelgentreu",787,3587,340,129,3082,"2014-09-12","09:17:05","Neukölln Berlin","1DA1F2","C0DEED","DDEEF6","333333","S"
"369",2814949590,"michaelgrossmdb",26,937,257,72,1426,"2014-09-17","13:58:03","Marl","4A913C","0","0","0","S"
"370",2831760211,"AlexanderRadwan",42,1421,96,86,230,"2014-09-25","12:30:02","Berlin","3B94D9","0","0","0","C"
"371",2837971145,"UllaJelpke",188,12115,199,119,1641,"2014-10-20","09:49:39","Platz der Republik Berlin","3B94D9","0","0","0","L"
"372",2842430247,"DeRidder_MdB",220,1604,187,54,666,"2014-10-24","07:47:43","Grafschaft Bentheim - Emsland","DD2E44","0","0","0","S"
"373",2860802891,"MarcusHeld_SPD",377,771,292,60,460,"2014-11-04","14:48:38","Worms - Alzey - Oppenheim","1DA1F2","C0DEED","DDEEF6","333333","S"
"374",2885729417,"Peter_Stein_CDU",4,199,82,38,8,"2014-11-20","15:32:00","","1DA1F2","C0DEED","DDEEF6","333333","C"
"375",2976064481,"StHeck",229,1773,519,52,90,"2015-01-13","08:37:35","","1DA1F2","C0DEED","DDEEF6","333333","C"
"376",3017602065,"GabyKatzmarek",920,831,409,56,1163,"2015-02-04","14:00:14","Rastatt Deutschland","1DA1F2","C0DEED","DDEEF6","333333","S"
"377",3034092143,"michael_g_link",21,1290,364,64,301,"2015-02-13","06:54:35","Heilbronn und Berlin","1DA1F2","C0DEED","DDEEF6","333333","F"
"378",3047392319,"MAStrackZi",3850,5755,1706,133,3214,"2015-02-20","17:27:35","Berlin Deutschland","E5007D","0","0","0","F"
"379",3163499392,"MarkusPaschke",146,1109,199,36,370,"2015-04-13","10:22:33","Ihlow Deutschland","1DA1F2","C0DEED","DDEEF6","333333","S"
"380",3188225915,"KartesMdB",362,394,338,35,318,"2015-04-20","20:23:44","","1DA1F2","C0DEED","DDEEF6","333333","C"
"381",3236928208,"AndreasSteier",9771,1804,1877,92,3364,"2015-05-05","20:47:57","Trier Deutschland","3B94D9","0","0","0","C"
"382",3292982985,"Karl_Lauterbach",167,75349,156,298,3369,"2015-05-21","14:01:21","Berlin Deutschland","DD2E44","C0DEED","DDEEF6","333333","S"
"383",3301440772,"KudlaLeipzig",303,8318,443,71,1138,"2015-05-28","07:27:32","Leipzig Sachsen","1DA1F2","C0DEED","DDEEF6","333333","C"
"384",3337459024,"stadler_svenja",3054,3179,906,60,2233,"2015-06-20","18:29:59","Landkreis Harburg","1DA1F2","C0DEED","DDEEF6","333333","S"
"385",3350681139,"victorperli",1518,1686,1116,50,943,"2015-06-29","13:33:18","Niedersachsen Deutschland","1DA1F2","C0DEED","DDEEF6","333333","L"
"386",3351905747,"AWidmannMauz",1062,3463,285,113,1568,"2015-06-30","15:21:43","","0084B4","BDDCAD","DDFFCC","333333","C"
"387",3376953843,"matthiasbartke",41,3424,259,89,874,"2015-07-15","07:44:18","Hamburg Deutschland","CC0033","0","0","0","S"
"388",3522875063,"Toens_NRW04",11157,919,598,65,2027,"2015-09-02","11:46:13","","1DA1F2","C0DEED","DDEEF6","333333","S"
"389",3635730797,"DerLenzMdB",1550,9530,996,88,1674,"2015-09-12","22:33:12","","1DA1F2","C0DEED","DDEEF6","333333","C"
"390",3667108397,"thlutze",0,251,2,51,304,"2015-09-15","19:41:47","","FF0000","0","0","0","L"
"391",3823042877,"UdoSchiefner",0,1147,49,52,100,"2015-09-30","09:52:07","","1DA1F2","C0DEED","DDEEF6","333333","S"
"392",3852561082,"YvonneMagwas",1108,3819,290,59,510,"2015-10-03","13:03:58","Auerbach/V.","1DA1F2","C0DEED","DDEEF6","333333","C"
"393",3930477322,"KorkmazGT",1739,1308,625,62,415,"2015-10-11","19:28:43","Gütersloh Nordrhein-Westfalen","DD2E44","0","0","0","S"
"394",4017796049,"stamm_fibich",422,555,363,61,22,"2015-10-22","15:37:18","Erlangen-Höchstadt Bayern","1DA1F2","C0DEED","DDEEF6","333333","S"
"395",4097559143,"katarinabarley",7291,45781,1693,524,3190,"2015-11-02","13:41:10","","E3000F","0","0","0","S"
"396",4110374301,"SchickGerhard",246,7956,197,153,3526,"2015-11-04","07:36:26","Berlin Deutschland","3372","0","0","0","G"
"397",4121053541,"Marc_Jongen",78,1908,204,86,249,"2015-11-05","17:59:24","Baden-Württemberg Deutschland","1DA1F2","C0DEED","DDEEF6","333333","A"
"398",4130621842,"Frohnmaier_AfD",562,2315,114,95,755,"2015-11-07","00:49:32","Weil der Stadt/Berlin","1DA1F2","C0DEED","DDEEF6","333333","A"
"399",4164673821,"jankortemdb",426,19074,352,122,1069,"2015-11-11","15:38:47","","89C9FA","0","0","0","L"
"400",4249342037,"MichaelKuffer",45,560,96,47,129,"2015-11-22","11:54:32","München Bayern","1DA1F2","C0DEED","DDEEF6","333333","A"
"401",4265444913,"Norbert_MdB",6304,1757,1086,65,3430,"2015-11-24","15:29:07","Potsdam Brandenburg","1DA1F2","C0DEED","DDEEF6","333333","L"
"402",4429947807,"ElsnervonGronow",6303,2579,543,53,2999,"2015-12-09","20:04:49","Soest Deutschland","1DA1F2","C0DEED","DDEEF6","333333","A"
"403",4503658823,"Witt_Uwe",977,2271,1529,66,734,"2015-12-16","14:17:02","Schleswig-Holstein","3B94D9","0","0","0","A"
"404",4557858142,"ZdebelHubertus",1273,1032,445,67,1040,"2015-12-21","14:30:15","Münster Deutschland","DD2E44","0","0","0","L"
"405",4577700622,"MichaelFrieser",81,742,144,54,201,"2015-12-23","10:47:43","Berlin Deutschland","3B94D9","0","0","0","C"
"406",4724923756,"HajdukBundestag",409,1157,532,82,252,"2016-01-06","13:08:22","Hamburg/Berlin Germany","4A913C","0","0","0","G"
"407",4818645382,"dr_tiemann",839,420,386,34,291,"2016-01-16","17:13:42","","1DA1F2","C0DEED","DDEEF6","333333","C"
"408",4819478705,"DorisAchelwilm",3063,1281,763,55,1641,"2016-01-16","22:40:34","Bremen-Walle","6E6E6E","0","0","0","L"
"409",4866955749,"StefingerMdB",525,1009,905,61,235,"2016-01-31","18:11:21","München Bayern","1DA1F2","C0DEED","DDEEF6","333333","C"
"410",4875914470,"MdB_Lucassen",413,2666,1438,66,208,"2016-02-04","08:13:45","Rhein-Erft-Kreis","1DA1F2","C0DEED","DDEEF6","333333","A"
"411",4926993244,"DrLaunert",307,804,392,50,90,"2016-02-18","07:43:21","Berlin Deutschland ","91D2FA","0","0","0","C"
"412",708224250885348992,"HPFriedrichCSU",144,6163,529,184,1009,"2016-03-11","09:33:14","","1DA1F2","C0DEED","DDEEF6","333333","C"
"413",713361366858482048,"StBrandner",528,5962,704,165,13655,"2016-03-25","13:46:18","Mal hier mal da...","1DA1F2","C0DEED","DDEEF6","333333","A"
"414",717077328669646976,"Jochen_Haug",1108,3000,270,69,733,"2016-04-04","19:52:12","Köln Deutschland","1DA1F2","C0DEED","DDEEF6","333333","A"
"415",719975730784956032,"Schneider_AfD",23721,3587,1195,71,16837,"2016-04-12","19:49:25","Gelsenkirchen","1DA1F2","C0DEED","DDEEF6","333333","A"
"416",724565991104110976,"MdB_Ulrike_Bahr",6,692,104,53,56,"2016-04-25","11:49:28","Augsburg Deutschland","1B95E0","0","0","0","S"
"417",738731811380077056,"josip_juratovic",1323,898,332,66,786,"2016-06-03","13:59:23","Gundelsheim Deutschland","1B95E0","0","0","0","S"
"418",739531034761499008,"Leif_Erik_Holm",853,6916,755,92,1452,"2016-06-05","18:55:13","Mecklenburg-Vorpommern","1DA1F2","C0DEED","DDEEF6","333333","A"
"419",740178046649565056,"c_jung77",2548,1455,2401,55,5066,"2016-06-07","13:46:12","Berlin Deutschland","1DA1F2","C0DEED","DDEEF6","333333","F"
"420",748453543632331008,"LeniBreymaier",3156,1997,339,80,705,"2016-06-30","09:50:05","Aalen Deutschland","1DA1F2","C0DEED","DDEEF6","333333","S"
"421",761127985269371008,"MGerdesMdB",0,136,0,28,0,"2016-08-04","09:13:47","Bottrop / Berlin","1DA1F2","C0DEED","DDEEF6","333333","S"
"422",781747720897891968,"EnricoKomning",446,2141,357,62,381,"2016-09-30","06:49:16","Neubrandenburg Deutschland","1B95E0","0","0","0","A"
"423",784760007275516032,"MuellerChemnitz",2772,998,564,55,1599,"2016-10-08","14:19:00","Chemnitz Sachsen","1DA1F2","C0DEED","DDEEF6","333333","S"
"424",786498202832822016,"HellmichMdB",1036,1172,915,54,1058,"2016-10-13","09:25:58","Bad Sassendorf Deutschland","E3000F","0","0","0","S"
"425",794628172570620032,"StefanKeuterAfD",3755,2464,745,58,2501,"2016-11-04","19:51:34","Essen Nordrhein-Westfalen","1DA1F2","C0DEED","DDEEF6","333333","A"
"426",797137333820785024,"Tino_Chrupalla",81,1543,52,43,196,"2016-11-11","18:02:05","Sachsen","1DA1F2","C0DEED","DDEEF6","333333","A"
"427",801803127762669056,"mueller_sepp",4583,770,451,32,1820,"2016-11-24","15:02:17","Gräfenhainichen Deutschland","E95D0F","0","0","0","C"
"428",802968497831740032,"BraFDP",1249,1168,722,49,630,"2016-11-27","20:13:03","Rheinland-Pfalz Deutschland","FFED00","0","0","0","F"
"429",805823950253149952,"MarcBernhardAfD",885,2401,211,72,924,"2016-12-05","17:19:36","","1DA1F2","C0DEED","DDEEF6","333333","A"
"430",806975237766136064,"mischrodi",206,816,573,47,233,"2016-12-08","21:34:24","Olching","E2001A","0","0","0","S"
"431",808400627084706048,"DerDanyal",4192,2277,1064,76,2434,"2016-12-12","19:58:23","Deutschland","1DA1F2","C0DEED","DDEEF6","333333","G"
"432",810537151729373056,"DirkSpaniel",1363,2839,361,79,2287,"2016-12-18","17:28:10","Stuttgart Deutschland","1DA1F2","C0DEED","DDEEF6","333333","A"
"433",810957560723505024,"PetrBystronAfD",15186,11438,456,136,7612,"2016-12-19","21:18:44","München Bayern","1DA1F2","C0DEED","DDEEF6","333333","A"
"434",814970546366610944,"JoanaCotar",3200,9547,343,103,2833,"2016-12-30","23:04:54","Hessen Deutschland","1DA1F2","C0DEED","DDEEF6","333333","A"
"435",815469233090023040,"DirkWieseSPD",7931,1838,697,77,3645,"2017-01-01","08:06:30","Brilon Deutschland","1DA1F2","C0DEED","DDEEF6","333333","S"
"436",815699423057636992,"M_HarderKuehnel",345,6338,545,104,324,"2017-01-01","23:21:12","Gelnhausen Hessen","1DA1F2","C0DEED","DDEEF6","333333","A"
"437",819914159915666944,"StephPilsinger",66,763,293,45,196,"2017-01-13","14:29:03","München Bayern","1DA1F2","C0DEED","DDEEF6","333333","C"
"438",824210890354520064,"ProfMaier",154,1943,118,66,559,"2017-01-25","11:02:44","Stuttgart Deutschland","1DA1F2","C0DEED","DDEEF6","333333","A"
"439",825019912083037952,"katrin_staffler",52,505,193,34,338,"2017-01-27","16:37:30","Türkenfeld Deutschland","1DA1F2","C0DEED","DDEEF6","333333","C"
"440",825069798140834048,"HoubenReinhard",201,632,201,34,208,"2017-01-27","19:55:43","Köln Deutschland","1DA1F2","C0DEED","DDEEF6","333333","F"
"441",827090742162099968,"ManjaSchuele",4082,2082,952,49,749,"2017-02-02","09:46:14","Potsdam","E3000F","0","0","0","S"
"442",828623998921629952,"nicolabeerfdp",4877,11628,4342,204,7900,"2017-02-06","15:18:51","Frankfurt am Main Berlin","00ABAE","0","0","0","F"
"443",828943222432996992,"WSchinnenburg",1050,782,618,45,1049,"2017-02-07","12:27:20","Hamburg","1B95E0","0","0","0","F"
"444",830085678063030016,"c_bernstiel",108,536,98,38,99,"2017-02-10","16:07:02","Halle (Saale) Deutschland","ABB8C2","0","0","0","C"
"445",831541837965966976,"Rene_Springer",854,2167,407,54,1563,"2017-02-14","16:33:18","Potsdam Deutschland","1B95E0","0","0","0","A"
"446",833398209053606016,"Alice_Weidel",1265,67669,630,479,2188,"2017-02-19","19:29:51","Berlin Deutschland","1DA1F2","C0DEED","DDEEF6","333333","A"
"447",836553428042141952,"RitaHaglKehl",419,1088,441,65,577,"2017-02-28","12:27:34","Deggendorf Deutschland","E81C4F","0","0","0","S"
"448",841412635270761984,"h_weyel",388,2581,140,59,458,"2017-03-13","22:16:19","","1DA1F2","C0DEED","DDEEF6","333333","A"
"449",841904488717901952,"UnserJunge",1,172,39,17,31,"2017-03-15","06:50:46","Wismar Mecklenburg-Vorpommern","1DA1F2","C0DEED","DDEEF6","333333","S"
"450",845213960060243968,"NinaScheer_SPD",29,731,112,57,35,"2017-03-24","10:01:26","Schleswig-Holstein","1DA1F2","C0DEED","DDEEF6","333333","S"
"451",845282647261761024,"KlausMindrup",254,933,266,56,354,"2017-03-24","14:34:22","Pankow Berlin","1DA1F2","C0DEED","DDEEF6","333333","G"
"452",848618993015501056,"GottfriedCurio",19,15539,3590,153,256,"2017-04-02","19:31:49","","1DA1F2","C0DEED","DDEEF6","333333","A"
"453",849060114388705024,"UdoHemmelgarn",47090,5432,3294,90,31272,"2017-04-04","00:44:40","Harsewinkel Deutschland","1DA1F2","C0DEED","DDEEF6","333333","A"
"454",849567328899617024,"AchimKesslerMdB",956,1082,477,49,1144,"2017-04-05","10:20:10","Frankfurt am Main Hessen","1DA1F2","C0DEED","DDEEF6","333333","L"
"455",857001941305634944,"GustavHerzogMdB",10,466,156,60,10,"2017-04-25","22:42:39","Zellertal Deutschland","1DA1F2","C0DEED","DDEEF6","333333","S"
"456",857906951707128064,"JBrandenburgFDP",1007,1613,766,51,573,"2017-04-28","10:38:51","Rhein-Neckar-Kreis Baden-Württemberg","1DA1F2","C0DEED","DDEEF6","333333","F"
"457",861992050358616064,"ChristophFDP",2510,1496,1014,60,2028,"2017-05-09","17:11:34","Berlin Deutschland","009EE3","0","0","0","F"
"458",862747349277449984,"mvabercron",27,417,639,37,26,"2017-05-11","19:12:51","Pinneberg Deutschland","485152","0","0","0","C"
"459",863657874941255936,"S_Muenzenmaier",728,3351,635,72,852,"2017-05-14","07:30:58","Deutschland","1DA1F2","C0DEED","DDEEF6","333333","A"
"460",865920519668989952,"NKleinwaechter",21,2323,162,62,448,"2017-05-20","13:21:54","Berlin Deutschland","1DA1F2","C0DEED","DDEEF6","333333","A"
"461",867351565757239040,"UliGroetsch",554,1596,623,65,798,"2017-05-24","12:08:22","Waidhaus Deutschland","1DA1F2","C0DEED","DDEEF6","333333","S"
"462",868762469115847040,"CorinnaMiazga",60,3164,108,68,147,"2017-05-28","09:34:48","Straubing Deutschland","1B95E0","0","0","0","A"
"463",869205749632830976,"SybilleBenning",17,363,249,35,74,"2017-05-29","14:56:14","Münster Deutschland","FAB81E","0","0","0","C"
"464",872663038805016064,"Martin_Hess_AfD",403,2851,467,70,1321,"2017-06-08","03:54:16","","1DA1F2","C0DEED","DDEEF6","333333","A"
"465",874304935906729984,"carina_konrad",790,1103,876,49,569,"2017-06-12","16:38:35","Rheinland-Pfalz Deutschland","FAB81E","0","0","0","F"
"466",874917828436078976,"DanyWagner_DA",1455,849,417,65,700,"2017-06-14","09:14:00","Darmstadt Deutschland","19CF86","0","0","0","G"
"467",881480498043916032,"Buettner_MdB",3862,1957,72,65,428,"2017-07-02","11:51:42","Stendal Deutschland","1DA1F2","C0DEED","DDEEF6","333333","A"
"468",882929865535704960,"BrunnerGanzOhr",362,691,327,47,418,"2017-07-06","11:50:58","Illertissen Deutschland","1B95E0","0","0","0","S"
"469",885167849685340032,"EspendillerM",442,3228,585,69,388,"2017-07-12","16:03:55","","1DA1F2","C0DEED","DDEEF6","333333","A"
"470",898597063444877056,"koehler_fdp",726,2221,740,37,624,"2017-08-18","17:26:49","München Bayern","1DA1F2","C0DEED","DDEEF6","333333","F"
"471",905516414257257984,"fdpbt",1850,10846,1794,108,5167,"2017-09-06","19:41:51","Berlin Deutschland","1DA1F2","C0DEED","DDEEF6","333333","F"
"472",910878654535750016,"AndreasBleckMdB",420,1845,183,61,1047,"2017-09-21","14:49:29","Neuwied Deutschland","009EE0","0","0","0","A"
"473",912223443231428992,"SteffenKotre",62,2105,523,53,428,"2017-09-25","07:53:11","Deutschland","1DA1F2","C0DEED","DDEEF6","333333","A"
"474",913358838736310016,"Th_Seitz_AfD",386,2012,239,80,1067,"2017-09-28","11:04:51","Berlin Deutschland","1B95E0","0","0","0","A"
"475",916324637046435968,"DrFriesenMdB",183,1990,235,57,572,"2017-10-06","15:29:52","Suhl Deutschland","1DA1F2","C0DEED","DDEEF6","333333","A"
"476",916639458409243008,"JensMaierAfD",1841,3505,552,102,1814,"2017-10-07","12:20:52","Dresden Sachsen","1DA1F2","C0DEED","DDEEF6","333333","A"
"477",920193967937020032,"ChrWirthMdB",47,1750,128,58,399,"2017-10-17","07:45:13","Saarbrücken Deutschland","1DA1F2","C0DEED","DDEEF6","333333","A"
